id,public_metrics,username,description,url,verified,profile_image_url,name,pinned_tweet_id,location,entities,protected
201318926.0,"{'followers_count': 882, 'following_count': 989, 'tweet_count': 588519, 'listed_count': 157}",melvy_mag,いろいろ巡りが悪い,https://t.co/BqDHMjqjPJ,False,https://pbs.twimg.com/profile_images/1179759528524406786/RSDxc1j5_normal.png,めるるん,1.4588175600620995e+18,おふとんフカフカ,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BqDHMjqjPJ', 'expanded_url': 'https://beatmania-clearlamp.com/djdata/melvy/', 'display_url': 'beatmania-clearlamp.com/djdata/melvy/'}]}}",False
1.274318818609791e+18,"{'followers_count': 164, 'following_count': 307, 'tweet_count': 9257, 'listed_count': 1}",kirina_hgrkuri,リスって草食寄りの雑食なのですよ。 自分のことをリスだと思ってる何か。本垢:@Shimoka_garden,https://t.co/i5ZLs1ayBW,False,https://pbs.twimg.com/profile_images/1422659379254288384/8taQq7Qx_normal.jpg,ペン夕のベレー帽の中に住むリスさん,,妖精王国の木の中,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/i5ZLs1ayBW', 'expanded_url': 'https://www.pixiv.net/users/6542778', 'display_url': 'pixiv.net/users/6542778'}]}, 'description': {'mentions': [{'start': 38, 'end': 53, 'username': 'Shimoka_garden'}]}}",False
602331579.0,"{'followers_count': 136, 'following_count': 819, 'tweet_count': 3569, 'listed_count': 0}",threelions79,"YNWA since 1987 - ST Holder - The Lower Kenny. I’m a runner, I’m a reader, I play my music in the sun. At the end of a storm there’s a golden sky 💚",,False,https://pbs.twimg.com/profile_images/1519968332367208450/yf_Tebvb_normal.jpg,1bird3lions,,Infinity and Beyond ,,False
1.4439624748903342e+18,"{'followers_count': 0, 'following_count': 30, 'tweet_count': 63, 'listed_count': 0}",Mika89772829,"Interest: science, environment, air pollution, health, well-being. Love ocean/beaches, nature, birds, Hawaii.",,False,https://pbs.twimg.com/profile_images/1443963894637105158/xwFYqhmA_normal.jpg,Mika,,日本 東京,,False
3249394882.0,"{'followers_count': 22, 'following_count': 80, 'tweet_count': 9051, 'listed_count': 1}",sunnydance10,,,False,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,Sharon brooks,,,,False
2958466993.0,"{'followers_count': 213, 'following_count': 170, 'tweet_count': 161996, 'listed_count': 14}",yayo_to_love,8さい Vの者垢 @yayo_tolive,https://t.co/fXOndAUK8O,False,https://pbs.twimg.com/profile_images/1520904132877455360/R2LmVcXn_normal.jpg,やよし,,,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fXOndAUK8O', 'expanded_url': 'https://marshmallow-qa.com/yayo_to_love?utm_medium=url_text&utm_source=promotion', 'display_url': 'marshmallow-qa.com/yayo_to_love?u…'}]}, 'description': {'mentions': [{'start': 9, 'end': 21, 'username': 'yayo_tolive'}]}}",False
1.320560642017751e+18,"{'followers_count': 208, 'following_count': 229, 'tweet_count': 1858, 'listed_count': 11}",iwatchyall,"i do not watch you all ❤️
or do i 👀 • shubble mod 👑💛 • 🇮🇩",,False,https://pbs.twimg.com/profile_images/1511379501703327748/xhyvUGQE_normal.jpg,Lyn,,she/they,,False
282623476.0,"{'followers_count': 784, 'following_count': 674, 'tweet_count': 9827, 'listed_count': 29}",fractional_n,BCLと電子工作の人/ブログ開設中/KiwiSDR公開中/GPS・GNSS衛星測位もやってます/一アマ・JE1AHJ・JL6WUW/一陸技・一海通/鹿児島県出身/Pokémon GO トレーナーコード 6900 1622 8627,https://t.co/QfeJ1a9wxb,False,https://pbs.twimg.com/profile_images/1250298881520230407/L7RarIr7_normal.jpg,ど,1.454680124847104e+18,東京北多摩,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QfeJ1a9wxb', 'expanded_url': 'https://radio-dxing.blog.ss-blog.jp/', 'display_url': 'radio-dxing.blog.ss-blog.jp'}]}}",False
1.3217053801586606e+18,"{'followers_count': 59, 'following_count': 115, 'tweet_count': 2287, 'listed_count': 3}",yurei_boikone,ボイコネやってない垢,,False,https://pbs.twimg.com/profile_images/1327627999324246016/LZIxx20c_normal.jpg,ゆーれい,,,,False
404820591.0,"{'followers_count': 487, 'following_count': 454, 'tweet_count': 15422, 'listed_count': 24}",laurie1609,"Cook, food & wine lover, instagram @lauriesfoodanddrink",,False,https://pbs.twimg.com/profile_images/1189150296339025921/CgP8GSei_normal.jpg,laurie saffell,,loughborough,"{'description': {'mentions': [{'start': 35, 'end': 55, 'username': 'lauriesfoodanddrink'}]}}",False
